"Protein_id","short.name","mRNA_ID","b.name","start.point","stop.point","length","operon.name"
"YP_003045734.1","yqaB","ECB_02545","b2690",281495,281552,57,"yagAB-ykgN"
"YP_003045735.1","csrA","ECB_02546","b2696",281698,281716,18,"yagAB-ykgN"
"YP_003045736.1","alaS","ECB_02547","b2697",281740,282003,263,"no_op"
"YP_003045737.1","recX","ECB_02548","b2698",282016,282066,50,"no_op"
"YP_003045738.1","recA","ECB_02549","b2699",282073,282179,106,"no_op"
"YP_003045740.1","mltB","ECB_02551","b2701",282251,282359,108,"no_op"
"YP_003045741.1","srlA","ECB_02552","b2702",282385,282441,56,"yagEF"
"YP_003045742.1","srlE","ECB_02553","b2703",282441,282537,96,"yagEF"
"YP_003045743.1","srlB","ECB_02554","b2704",282538,282575,37,"yagEF"
"YP_003045744.1","srlD","ECB_02555","b2705",282575,282653,78,"yagEF"
"YP_003045745.1","gutM","ECB_02556","b2706",282664,282700,36,"yagEF"
"YP_003045746.1","srlR","ECB_02557","b2707",282706,282784,78,"yagEF"
"YP_003045747.1","gutQ","ECB_02558","b2708",282783,282880,97,"yagEF"
"YP_003045748.1","ygaA","ECB_02559","b2709",0,0,0,"no_op"
"YP_003045749.1","norV","ECB_02560","b2710",283049,283193,144,"yagEF"
"YP_003045750.1","ygbD","ECB_02561","b2711",0,0,0,"no_op"
"YP_003045751.1","hypF","ECB_02562","b2712",283319,283544,225,"yagEF"
"YP_003045752.1","hydN","ECB_02563","b2713",283560,283612,52,"yagEF"
"YP_003045753.1","ascG","ECB_02564","b2714",283627,283728,101,"yagEF"
"YP_003045754.1","ascF","ECB_02565","b2715",283754,283900,146,"yagEF"
"YP_003045755.1","ascB","ECB_02566","b2716",283901,284043,142,"yagEF"
"YP_003045756.1","hycI","ECB_02567","b2717",284059,284106,47,"yagEF"
"YP_003045757.1","hycH","ECB_02568","b2718",284105,284146,41,"yagEF"
"YP_003045758.1","hycG","ECB_02569","b2719",284146,284223,77,"yagEF"
"YP_003045759.1","hycF","ECB_02570","b2720",284223,284277,54,"yagEF"
"YP_003045760.1","hycE","ECB_02571","b2721",284278,284449,171,"yagEF"
"YP_003045761.1","hycD","ECB_02572","b2722",284451,284543,92,"yagEF"
"YP_003045762.1","hycC","ECB_02573","b2723",284543,284726,183,"yagEF"
"YP_003045763.1","hycB","ECB_02574","b2724",284726,284787,61,"yagEF"
"YP_003045764.1","hycA","ECB_02575","b2725",284799,284845,46,"yagEF"
"YP_003045765.1","hypA","ECB_02576","b2726",284866,284901,35,"yagEF"
"YP_003045766.1","hypB","ECB_02577","b2727",284902,284989,87,"yagEF"
"YP_003045767.1","hypC","ECB_02578","b2728",284988,285015,27,"yagEF"
"YP_003045768.1","hypD","ECB_02579","b2729",285015,285127,112,"yagEF"
"YP_003045769.1","hypE","ECB_02580","b2730",285131,285228,97,"no_op"
"YP_003045770.1","fhlA","ECB_02581","b2731",285236,285443,207,"no_op"
"YP_003045771.1","ygbA","ECB_02582","b2732",285447,285482,35,"yagGH"
"YP_003045772.1","mutS","ECB_02583","b2733",285511,285767,256,"yagGH"
"YP_003045773.1","pphB","ECB_02584","b2734",285778,285843,65,"yagGH"
"YP_003045774.1","ygbI","ECB_02585","b2735",285848,285928,80,"yagGH"
"YP_003045775.1","ygbJ","ECB_02586","b2736",285945,286036,91,"yagGH"
"YP_003045776.1","ygbK","ECB_02587","b2737",286035,286152,117,"yagGH"
"YP_003045777.1","ygbL","ECB_02588","b2738",286161,286225,64,"yagGH"
"YP_003045778.1","ygbM","ECB_02589","b2739",286225,286303,78,"yagGH"
"YP_003045779.1","ygbN","ECB_02590","b2740",286312,286448,136,"yagGH"
"YP_003045780.1","rpoS","ECB_02591","b2741",286458,286557,99,"yagGH"
"YP_003045781.1","nlpD","ECB_02592","b2742",286563,286677,114,"yagGH"
"YP_003045782.1","pcm","ECB_02593","b2743",286691,286754,63,"yagGH"
"YP_003045783.1","surE","ECB_02594","b2744",0,0,0,"no_op"
"YP_003045784.1","truD","ECB_02595","b2745",286827,286932,105,"yagGH"
"YP_003045785.1","ispF","ECB_02596","b2746",286932,286980,48,"yagGH"
"YP_003045786.1","ispD","ECB_02597","b2747",286980,287051,71,"yagGH"
"YP_003045787.1","ftsB","ECB_02598","b2748",287053,287084,31,"yagGH"
"YP_003045788.1","ygbE","ECB_02599","b2749",287103,287135,32,"yagGH"
"YP_003045789.1","cysC","ECB_02600","b2750",287140,287201,61,"yagGH"
"YP_003045790.1","cysN","ECB_02601","b2751",287201,287344,143,"yagGH"
"YP_003045791.1","cysD","ECB_02602","b2752",287344,287435,91,"yagGH"
"YP_003045792.1","iap","ECB_02603","b2753",287460,287564,104,"yagGH"
"YP_003045793.1","insL-5","ECB_02604","b2754",0,0,0,"no_op"
"YP_003045794.1","insK-3","ECB_02605","b2755",0,0,0,"no_op"
"YP_003045795.1","insJ-3","ECB_02606","b2756",0,0,0,"no_op"
"YP_003045796.1","cysH","ECB_02607","b2762",288560,288633,73,"yagI"
"YP_003045797.1","cysI","ECB_02608","b2763",288640,288812,172,"yagI"
"YP_003045798.1","cysJ","ECB_02609","b2764",288812,288992,180,"yagI"
"YP_003045799.1","ygcM","ECB_02610","b2765",0,0,0,"no_op"
"YP_003045800.1","ygcN","ECB_02611","b2766",289067,289195,128,"no_op"
"YP_003045801.1","ygcO","ECB_02612","b2767",289194,289220,26,"no_op"
"YP_003045802.1","ygcP","ECB_02613","b2768",289221,289279,58,"no_op"
"YP_003045803.1","ygcQ","ECB_02614","b2769",289294,289380,86,"no_op"
"YP_003045804.1","ygcR","ECB_02615","b2770",289379,289457,78,"argF"
"YP_003045805.1","ygcS","ECB_02616","b2771",289455,289589,134,"argF"
"YP_003045807.1","ygcW","ECB_02618","b2774",289751,289829,78,"argF"
"YP_003045808.1","yqcE","ECB_02619","b2775",289861,289989,128,"argF"
"YP_003045809.1","ygcE","ECB_02620","b2776",289991,290139,148,"argF"
"YP_003045811.1","ygcF","ECB_02622","b2777",0,0,0,"no_op"
"YP_003045812.1","ygcG","ECB_02623","b2778",290373,290460,87,"no_op"
"YP_003045813.1","eno","ECB_02624","b2779",290466,290596,130,"no_op"
"YP_003045814.1","pyrG","ECB_02625","b2780",290605,290768,163,"no_op"
"YP_003045815.1","mazG","ECB_02626","b2781",290791,290870,79,"insAB-3A-3B-3"
"YP_003045816.1","chpA","ECB_02627","b2783",0,0,0,"no_op"
"YP_003045817.1","chpR","ECB_02628","b2783",0,0,0,"no_op"
"YP_003047386.1","hpaI","ECB_04225","b2783",0,0,0,"no_op"
"YP_003045818.1","relA","ECB_02629","b2784",290943,291167,224,"insAB-3A-3B-3"
"YP_003045819.1","rumA","ECB_02630","b2785",0,0,0,"no_op"
"YP_003045820.1","barA","ECB_02631","b2786",291307,291583,276,"no_op"
"YP_003045821.1","gudD","ECB_02632","b2787",291606,291740,134,"yagJ"
"YP_003045822.1","gudX","ECB_02633","b2788",291742,291876,134,"yagJ"
"YP_003045823.1","gudP","ECB_02634","b2789",291877,292012,135,"yagJ"
"YP_003045824.1","yqcA","ECB_02635","b2790",292055,292100,45,"yagJ"
"YP_003045825.1","yqcB","ECB_02636","b2791",0,0,0,"no_op"
"YP_003045826.1","yqcC","ECB_02637","b2792",292180,292213,33,"yagJ"
"YP_003045827.1","syd","ECB_02638","b2793",292275,292330,55,"no_op"
"YP_003045828.1","queF","ECB_02639","b2794",292337,292421,84,"yagK"
"YP_003045829.1","ygdH","ECB_02640","b2795",292433,292569,136,"yagK"
"YP_003045830.1","sdaC","ECB_02641","b2796",292625,292754,129,"yagK"
"YP_003045831.1","sdaB","ECB_02642","b2797",292759,292896,137,"yagK"
"YP_003045832.1","xni","ECB_02643","b2798",0,0,0,"no_op"
"YP_003045833.1","fucO","ECB_02644","b2799",292988,293103,115,"no_op"
"YP_003045841.1","fucI","ECB_02653","b2802",293360,293538,178,"yagML"
"YP_003045842.1","fucK","ECB_02654","b2803",293546,293690,144,"yagML"
"YP_003045843.1","fucU","ECB_02655","b2804",293691,293733,42,"yagML"
"YP_003045844.1","fucR","ECB_02656","b2805",293739,293812,73,"yagML"
"YP_003045845.1","ygdE","ECB_02657","b2806",0,0,0,"no_op"
"YP_003045846.1","ygdD","ECB_02658","b2807",293925,293965,40,"yagML"
"YP_003045847.1","gcvA","ECB_02659","b2808",293967,294058,91,"yagML"
"YP_003045848.1","ygdI","ECB_02660","b2809",294094,294116,22,"yagML"
"YP_003045849.1","csdA","ECB_02661","b2810",294135,294256,121,"yagML"
"YP_003045850.1","ygdK","ECB_02662","b2811",0,0,0,"no_op"
"YP_003045851.1","ygdL","ECB_02663","b2812",0,0,0,"no_op"
"YP_003045852.1","mltA","ECB_02664","b2813",294410,294520,110,"yagML"
"YP_003045853.1","amiC","ECB_02665","b2817",294577,294703,126,"yagML"
"YP_003045854.1","argA","ECB_02666","b2818",294726,294859,133,"no_op"
"YP_003045855.1","recD","ECB_02667","b2819",294865,295048,183,"no_op"
"YP_003045856.1","recB","ECB_02668","b2820",295048,295402,354,"no_op"
"YP_003045857.1","ptr","ECB_02669","b2821",0,0,0,"no_op"
"YP_003045858.1","recC","ECB_02670","b2822",295708,296045,337,"intF"
"YP_003045859.1","ppdC","ECB_02671","b2823",296046,296078,32,"intF"
"YP_003045860.1","ygdB","ECB_02672","b2824",296077,296117,40,"intF"
"YP_003045861.1","ppdB","ECB_02673","b2825",296117,296173,56,"intF"
"YP_003045862.1","ppdA","ECB_02674","b2826",296172,296219,47,"intF"
"YP_003045863.1","thyA","ECB_02675","b2827",296238,296317,79,"intF"
"YP_003045864.1","lgt","ECB_02676","b2828",296318,296405,87,"intF"
"YP_003045865.1","ptsP","ECB_02677","b2829",296421,296645,224,"intF"
"YP_003045866.1","ygdP","ECB_02678","b2830",0,0,0,"no_op"
"YP_003045867.1","mutH","ECB_02679","b2831",296768,296837,69,"intF"
"YP_003045868.1","ygdQ","ECB_02680","b2832",296844,296915,71,"intF"
"YP_003045869.1","ygdR","ECB_02681","b2833",296929,296951,22,"intF"
"YP_003045870.1","tas","ECB_02682","b2834",296961,297065,104,"intF"
"YP_003045871.1","ygeD","ECB_02683","b2835",0,0,0,"no_op"
"YP_003045872.1","aas","ECB_02684","b2836",297187,297403,216,"no_op"
"YP_003045873.1","galR","ECB_02685","b2837",297462,297565,103,"yagP"
"YP_003045874.1","lysA","ECB_02686","b2838",297565,297692,127,"yagP"
"YP_003045875.1","lysR","ECB_02687","b2839",297704,297797,93,"no_op"
"YP_003045876.1","ygeA","ECB_02688","b2840",297796,297865,69,"paoABCD"
"YP_003045877.1","araE","ECB_02689","b2841",297878,298020,142,"paoABCD"
"YP_003045878.1","kduD","ECB_02690","b2842",298051,298128,77,"paoABCD"
"YP_003045879.1","kduI","ECB_02691","b2843",298131,298214,83,"paoABCD"
"YP_003045880.1","yqeF","ECB_02692","b2844",298243,298361,118,"paoABCD"
"YP_003045881.1","yqeG","ECB_02693","b2845",298386,298509,123,"paoABCD"
"YP_003045882.1","yqeH","ECB_02694","b2846",298555,298619,64,"paoABCD"
"YP_003045886.1","ygeR","ECB_02698","b2865",299715,299791,76,"paoABCD"
"YP_003045887.1","xdhA","ECB_02699","b2866",299836,300062,226,"paoABCD"
"YP_003045888.1","xdhB","ECB_02700","b2867",300063,300151,88,"paoABCD"
"YP_003045889.1","xdhC","ECB_02701","b2868",300151,300199,48,"paoABCD"
"YP_003045890.1","ygeV","ECB_02702","b2869",300203,300380,177,"paoABCD"
"YP_003045891.1","ygeW","ECB_02703","b2870",300428,300547,119,"paoABCD"
"YP_003045892.1","ygeX","ECB_02704","b2871",300553,300672,119,"paoABCD"
"YP_003045893.1","ygeY","ECB_02705","b2872",300678,300799,121,"paoABCD"
"YP_003045894.1","ygeZ","ECB_02706","b2873",0,0,0,"no_op"
"YP_003045895.1","yqeA","ECB_02707","b2874",300948,301041,93,"paoABCD"
"YP_003045896.1","yqeB","ECB_02708","b2875",301063,301226,163,"paoABCD"
"YP_003045897.1","yqeC","ECB_02709","b2876",301230,301307,77,"paoABCD"
"YP_003045898.1","ygfJ","ECB_02710","b2877",0,0,0,"no_op"
"YP_003045899.1","ygfK","ECB_02711","b2878",301408,301718,310,"paoABCD"
"YP_003045900.1","ssnA","ECB_02712","b2879",301718,301851,133,"paoABCD"
"YP_003045901.1","ygfM","ECB_02713","b2880",301856,301934,78,"paoABCD"
"YP_003045902.1","xdhD","ECB_02714","b2881",301933,302220,287,"paoABCD"
"YP_003045903.1","ygfO","ECB_02715","b2882",0,0,0,"no_op"
"YP_003045904.1","guaD","ECB_02716","b2883",302378,302510,132,"paoABCD"
"YP_003045906.1","ygfS","ECB_02718","b2886",302654,302703,49,"no_op"
"YP_003045907.1","ygfT","ECB_02719","b2887",302703,302895,192,"no_op"
"YP_003045908.1","ygfU","ECB_02720","b2888",0,0,0,"no_op"
"YP_003045909.1","idi","ECB_02721","b2889",303108,303163,55,"yagU"
"YP_003045910.1","lysS","ECB_02722","b2890",303167,303319,152,"yagU"
"YP_003045911.1","prfB","ECB_02723","b2891",303320,303430,110,"yagU"
"YP_003045912.1","recJ","ECB_02724","b2892",303439,303612,173,"no_op"
"YP_003045913.1","dsbC","ECB_02725","b2893",303613,303684,71,"no_op"
"YP_003045914.1","xerD","ECB_02726","b2894",303686,303776,90,"no_op"
"YP_003045915.1","fldB","ECB_02727","b2895",303787,303839,52,"no_op"
"YP_003045916.1","ygfX","ECB_02728","b2896",0,0,0,"no_op"
"YP_003045917.1","ygfY","ECB_02729","b2897",0,0,0,"no_op"
"YP_003045918.1","ygfZ","ECB_02730","b2898",303933,304031,98,"ykgJ"
"YP_003045919.1","yqfA","ECB_02731","b2899",304051,304117,66,"ykgJ"
"YP_003045920.1","yqfB","ECB_02732","b2900",304133,304164,31,"ykgJ"
"YP_003045921.1","bglA","ECB_02733","b2901",304168,304312,144,"no_op"
"YP_003045922.1","ygfF","ECB_02734","b2902",304318,304392,74,"no_op"
"YP_003045923.1","gcvP","ECB_02735","b2903",304419,304706,287,"no_op"
"YP_003045924.1","gcvH","ECB_02736","b2904",304718,304757,39,"ecpBCDE"
"YP_003045925.1","gcvT","ECB_02737","b2905",304759,304868,109,"ecpBCDE"
"YP_003045926.1","visC","ECB_02738","b2906",0,0,0,"no_op"
"YP_003045927.1","ubiH","ECB_02739","b2907",305036,305154,118,"ecpBCDE"
"YP_003045928.1","pepP","ECB_02740","b2908",305153,305286,133,"ecpBCDE"
"YP_003045929.1","ygfB","ECB_02741","b2909",305288,305346,58,"ecpBCDE"
"YP_003045930.1","ygfE","ECB_02742","b2910",0,0,0,"no_op"
"YP_003045931.1","ygfA","ECB_02743","b2912",0,0,0,"no_op"
"YP_003045932.1","serA","ECB_02744","b2913",305520,305643,123,"ecpBCDE"
"YP_003045933.1","rpiA","ECB_02745","b2914",305668,305734,66,"ecpBCDE"
"YP_003045935.1","iciA","ECB_02747","b2916",0,0,0,"no_op"
"YP_003045936.1","sbm","ECB_02748","b2917",0,0,0,"no_op"
"YP_003045937.1","argK","ECB_02749","b2918",306100,306200,100,"ecpBCDE"
"YP_003045938.1","ygfG","ECB_02750","b2919",0,0,0,"no_op"
"YP_003045939.1","ygfH","ECB_02751","b2920",0,0,0,"no_op"
"YP_003045940.1","ygfI","ECB_02752","b2921",306429,306519,90,"ecpBCDE"
"YP_003045941.1","yggE","ECB_02753","b2922",306536,306610,74,"ecpBCDE"
"YP_003045942.1","yggA","ECB_02754","b2923",0,0,0,"no_op"
"YP_003045943.1","yggB","ECB_02755","b2924",0,0,0,"no_op"
"YP_003045944.1","fbaA","ECB_02756","b2925",306818,306926,108,"ecpBCDE"
"YP_003045945.1","pgk","ECB_02757","b2926",306948,307064,116,"ecpBCDE"
"YP_003045946.1","epd","ECB_02758","b2927",307069,307171,102,"ecpBCDE"
"YP_003045948.1","yggD","ECB_02760","b2929",307270,307321,51,"ecpBCDE"
"YP_003045949.1","yggF","ECB_02761","b2930",307323,307420,97,"ecpBCDE"
"YP_003045951.1","cmtA","ECB_02763","b2933",307549,307688,139,"ecpBCDE"
"YP_003045952.1","cmtB","ECB_02764","b2934",307690,307735,45,"ecpBCDE"
"YP_003045953.1","tktA","ECB_02765","b2935",307766,307965,199,"ecpBCDE"
"YP_003045954.1","yggG","ECB_02766","b2936",0,0,0,"no_op"
"YP_003045955.1","speB","ECB_02767","b2937",308089,308181,92,"ecpBCDE"
"YP_003045956.1","speA","ECB_02768","b2938",308195,308393,198,"ecpBCDE"
"YP_003045957.1","yqgB","ECB_02769","b2939",308394,308407,13,"ecpBCDE"
"YP_003045958.1","yqgC","ECB_02770","b2940",308420,308442,22,"ecpBCDE"
"YP_003045960.1","metK","ECB_02772","b2942",308472,308588,116,"ecpBCDE"
"YP_003045961.1","galP","ECB_02773","b2943",308630,308770,140,"ecpBCDE"
"YP_003045962.1","sprT","ECB_02774","b2944",0,0,0,"no_op"
"YP_003045963.1","endA","ECB_02775","b2945",308836,308907,71,"ecpBCDE"
"YP_003045964.1","yggJ","ECB_02776","b2946",0,0,0,"no_op"
"YP_003045965.1","gshB","ECB_02777","b2947",308990,309085,95,"ecpBCDE"
"YP_003045966.1","yqgE","ECB_02778","b2948",309095,309152,57,"ecpBCDE"
"YP_003045967.1","yqgF","ECB_02779","b2949",309152,309193,41,"ecpBCDE"
"YP_003045968.1","yggR","ECB_02780","b2950",309212,309310,98,"ecpBCDE"
"YP_003045969.1","yggS","ECB_02781","b2951",309312,309382,70,"ecpBCDE"
"YP_003045970.1","yggT","ECB_02782","b2952",309384,309440,56,"ecpBCDE"
"YP_003045971.1","yggU","ECB_02783","b2953",309440,309469,29,"ecpBCDE"
"YP_003045972.1","yggV","ECB_02784","b2954",0,0,0,"no_op"
"YP_003045973.1","yggW","ECB_02785","b2955",309528,309642,114,"ecpBCDE"
"YP_003045974.1","yggM","ECB_02786","b2956",309658,309758,100,"ecpBCDE"
"YP_003045975.1","ansB","ECB_02787","b2957",309770,309875,105,"ecpBCDE"
"YP_003045976.1","yggN","ECB_02788","b2958",309892,309964,72,"ecpBCDE"
"YP_003045977.1","yggL","ECB_02789","b2959",309982,310015,33,"ecpBCDE"
"YP_003045978.1","trmB","ECB_02790","b2960",0,0,0,"no_op"
"YP_003045979.1","mutY","ECB_02791","b2961",310103,310208,105,"ecpA"
"YP_003045980.1","yggX","ECB_02792","b2962",310211,310239,28,"ecpA"
"YP_003045981.1","mltC","ECB_02793","b2963",310245,310353,108,"ecpA"
"YP_003045982.1","nupG","ECB_02794","b2964",310373,310499,126,"ecpA"
"YP_003045983.1","speC","ECB_02795","b2965",310504,310717,213,"no_op"
"YP_003045984.1","yqgA","ECB_02796","b2966",310757,310828,71,"ecpR"
"YP_003046016.1","yghD","ECB_02829","b2968",310861,310914,53,"ecpR"
"YP_003046026.1","yghG","ECB_02840","b2971",311108,311149,41,"ecpR"
"YP_003046027.1","pppA","ECB_02841","b2972",311156,311237,81,"ecpR"
"YP_003046029.1","yghK","ECB_02843","b2975",0,0,0,"no_op"
"YP_003046030.1","glcB","ECB_02844","b2976",311965,312182,217,"no_op"
"YP_003046031.1","glcG","ECB_02845","b2977",312184,312225,41,"ykgL"
"YP_003046034.1","glcD","ECB_02848","b2979",312454,312604,150,"ykgMO"
"YP_003046035.1","glcC","ECB_02849","b2980",312629,312705,76,"ykgMO"
"YP_003046045.1","yghQ","ECB_02859","b2983",312936,313043,107,"no_op"
"YP_003046046.1","yghR","ECB_02860","b2984",313047,313123,76,"no_op"
"YP_003046047.1","yghS","ECB_02861","b2985",313126,313197,71,"no_op"
"YP_003046048.1","yghT","ECB_02862","b2986",313215,313284,69,"no_op"
"YP_003046049.1","pitB","ECB_02863","b2987",313289,313439,150,"no_op"
"YP_003046050.1","gss","ECB_02864","b2988",313468,313654,186,"no_op"
"YP_003046051.1","yghU","ECB_02865","b2989",313674,313761,87,"no_op"
"YP_003046052.1","hybG","ECB_02866","b2990",313773,313798,25,"no_op"
"YP_003046053.1","hybF","ECB_02867","b2991",313799,313834,35,"no_op"
"YP_003046054.1","hybE","ECB_02868","b2992",313833,313882,49,"no_op"
"YP_003046055.1","hybD","ECB_02869","b2993",313881,313930,49,"no_op"
"YP_003046056.1","hybC","ECB_02870","b2994",313930,314101,171,"no_op"
"YP_003046057.1","hybB","ECB_02871","b2995",314100,314218,118,"no_op"
"YP_003046058.1","hybA","ECB_02872","b2996",314217,314316,99,"no_op"
"YP_003046059.1","yghW","ECB_02874","b2998",314447,314475,28,"eaeH-insE-1EF-1F-1"
"YP_003046061.1","yghZ","ECB_02876","b3001",314591,314695,104,"eaeH-insE-1EF-1F-1"
"YP_003046062.1","yqhA","ECB_02877","b3002",314699,314749,50,"eaeH-insE-1EF-1F-1"
"YP_003046063.1","yghA","ECB_02878","b3003",314768,314856,88,"eaeH-insE-1EF-1F-1"
"YP_003046064.1","exbD","ECB_02879","b3005",314884,314926,42,"eaeH-insE-1EF-1F-1"
"YP_003046065.1","exbB","ECB_02880","b3006",314927,315000,73,"eaeH-insE-1EF-1F-1"
"YP_003046066.1","metC","ECB_02881","b3008",315025,315144,119,"eaeH-insE-1EF-1F-1"
"YP_003046067.1","yghB","ECB_02882","b3009",315158,315224,66,"eaeH-insE-1EF-1F-1"
"YP_003046068.1","yqhC","ECB_02883","b3010",315228,315324,96,"eaeH-insE-1EF-1F-1"
"YP_003046069.1","yqhD","ECB_02884","b3011",315337,315454,117,"eaeH-insE-1EF-1F-1"
"YP_003046070.1","dkgA","ECB_02885","b3012",315464,315547,83,"eaeH-insE-1EF-1F-1"
"YP_003046071.1","yqhG","ECB_02886","b3013",315567,315659,92,"eaeH-insE-1EF-1F-1"
"YP_003046072.1","yqhH","ECB_02887","b3014",315664,315690,26,"eaeH-insE-1EF-1F-1"
"YP_003046074.1","sufI","ECB_02889","b3017",0,0,0,"no_op"
"YP_003046075.1","plsC","ECB_02890","b3018",316076,316150,74,"eaeH-insE-1EF-1F-1"
"YP_003046076.1","parC","ECB_02891","b3019",316173,316399,226,"eaeH-insE-1EF-1F-1"
"YP_003046077.1","ygiS","ECB_02892","b3020",316413,316574,161,"no_op"
"YP_003046078.1","ygiT","ECB_02893","b3021",0,0,0,"no_op"
"YP_003046079.1","ygiU","ECB_02894","b3022",0,0,0,"no_op"
"YP_003046080.1","ygiV","ECB_02895","b3023",316677,316725,48,"ykgA"
"YP_003046081.1","ygiW","ECB_02896","b3024",316730,316769,39,"ykgA"
"YP_003046082.1","ygiX","ECB_02897","b3025",0,0,0,"no_op"
"YP_003046083.1","ygiY","ECB_02898","b3026",0,0,0,"no_op"
"YP_003046084.1","ygiZ","ECB_02899","b3027",316990,317023,33,"ykgA"
"YP_003046085.1","mdaB","ECB_02900","b3028",317055,317113,58,"ykgA"
"YP_003046086.1","ygiN","ECB_02901","b3029",317116,317147,31,"no_op"
"YP_003046087.1","parE","ECB_02902","b3030",317152,317341,189,"no_op"
"YP_003046088.1","yqiA","ECB_02903","b3031",317344,317402,58,"no_op"
"YP_003046089.1","cpdA","ECB_02904","b3032",317402,317485,83,"no_op"
"YP_003046090.1","yqiB","ECB_02905","b3033",317488,317530,42,"no_op"
"YP_003046091.1","nudF","ECB_02906","b3034",317530,317593,63,"no_op"
"YP_003046092.1","tolC","ECB_02907","b3035",317613,317761,148,"no_op"
"YP_003046094.1","ygiB","ECB_02909","b3037",317786,317843,57,"rclABC"
"YP_003046095.1","ygiC","ECB_02910","b3038",317844,317960,116,"rclABC"
"YP_003046096.1","ygiD","ECB_02911","b3039",317964,318045,81,"rclABC"
"YP_003046097.1","ygiE","ECB_02912","b3040",0,0,0,"no_op"
"YP_003046098.1","ribB","ECB_02913","b3041",318183,318248,65,"rclABC"
"YP_003046099.1","yqiC","ECB_02914","b3042",318286,318315,29,"rclABC"
"YP_003046100.1","ygiL","ECB_02915","b3043",318343,318398,55,"rclABC"
"YP_003046102.1","yqiH","ECB_02917","b3047",318790,318865,75,"rclABC"
"YP_003046103.1","yqiI","ECB_02918","b3048",318865,318971,106,"rclABC"
"YP_003046104.1","glgS","ECB_02919","b3049",318976,318996,20,"rclABC"
"YP_003046105.1","yqiJ","ECB_02920","b3050",319023,319085,62,"rclABC"
"YP_003046106.1","yqiK","ECB_02921","b3051",319088,319254,166,"rclABC"
"YP_003046107.1","rfaE","ECB_02922","b3052",319334,319477,143,"rclABC"
"YP_003046108.1","glnE","ECB_02923","b3053",319482,319766,284,"rclABC"
"YP_003046109.1","ygiF","ECB_02924","b3054",319768,319898,130,"rclABC"
"YP_003046110.1","ygiM","ECB_02925","b3055",319922,319984,62,"rclABC"
"YP_003046111.1","cca","ECB_02926","b3056",319991,320115,124,"no_op"
"YP_003046112.1","uppP","ECB_02927","b3057",0,0,0,"no_op"
"YP_003046113.1","folB","ECB_02928","b3058",320224,320261,37,"no_op"
"YP_003046114.1","ygiH","ECB_02929","b3059",320271,320333,62,"rclR"
"YP_003046115.1","ygiP","ECB_02930","b3060",0,0,0,"no_op"
"YP_003046116.1","ttdA","ECB_02931","b3061",320448,320539,91,"rclR"
"YP_003046117.1","ttdB","ECB_02932","b3062",320539,320599,60,"rclR"
"YP_003046118.1","ygjE","ECB_02933","b3063",0,0,0,"no_op"
"YP_003046119.1","ygjD","ECB_02934","b3064",0,0,0,"no_op"
"YP_003046120.1","rpsU","ECB_02935","b3065",320880,320901,21,"rclR"
"YP_003046121.1","dnaG","ECB_02936","b3066",320912,321087,175,"no_op"
"YP_003046122.1","rpoD","ECB_02937","b3067",321106,321291,185,"no_op"
"YP_003046123.1","ygjF","ECB_02938","b3068",0,0,0,"no_op"
"YP_003046124.1","yqjH","ECB_02939","b3070",321374,321451,77,"no_op"
"YP_003046125.1","yqjI","ECB_02940","b3071",321480,321542,62,"no_op"
"YP_003046126.1","aer","ECB_02941","b3072",321557,321709,152,"no_op"
"YP_003046127.1","ygjG","ECB_02942","b3073",0,0,0,"no_op"
"YP_003046128.1","ygjH","ECB_02943","b3074",321893,321926,33,"ykgEFG"
"YP_003046129.1","ebgR","ECB_02944","b3075",321948,322047,99,"ykgEFG"
"YP_003046130.1","ebgA","ECB_02945","b3076",322065,322374,309,"ykgEFG"
"YP_003046131.1","ebgC","ECB_02946","b3077",322374,322419,45,"ykgEFG"
"YP_003046132.1","ygjI","ECB_02947","b3078",322425,322568,143,"ykgEFG"
"YP_003046133.1","ygjJ","ECB_02948","b3079",322582,322689,107,"ykgEFG"
"YP_003046134.1","ygjK","ECB_02949","b3080",322691,322926,235,"ykgEFG"
"YP_003046135.1","fadH","ECB_02950","b3081",322968,323170,202,"ykgEFG"
"YP_003046136.1","ygjM","ECB_02951","b3082",0,0,0,"no_op"
"YP_003046137.1","ygjN","ECB_02952","b3083",0,0,0,"no_op"
"YP_003046138.1","ygjO","ECB_02953","b3084",0,0,0,"no_op"
"YP_003046139.1","ygjP","ECB_02954","b3085",323398,323448,50,"ykgEFG"
"YP_003046140.1","ygjQ","ECB_02955","b3086",323456,323525,69,"ykgEFG"
"YP_003046141.1","ygjR","ECB_02956","b3087",323531,323631,100,"ykgEFG"
"YP_003046142.1","ygjT","ECB_02957","b3088",0,0,0,"no_op"
"YP_003046143.1","ygjU","ECB_02958","b3089",0,0,0,"no_op"
"YP_003046144.1","ygjV","ECB_02959","b3090",323921,323976,55,"ykgEFG"
"YP_003046145.1","uxaA","ECB_02960","b3091",323984,324133,149,"ykgEFG"
"YP_003046146.1","uxaC","ECB_02961","b3092",324135,324276,141,"ykgEFG"
"YP_003046147.1","exuT","ECB_02962","b3093",324312,324454,142,"no_op"
"YP_003046148.1","exuR","ECB_02963","b3094",324467,324545,78,"no_op"
"YP_003046149.1","yqjA","ECB_02964","b3095",324579,324645,66,"no_op"
